Judul Artikel,URL Artikel,Kategori,Isi Artikel,Halaman
Berita Terpopuler Sepekan: Uji Laboratorium Ijazah Jokowi hingga Peringatan 27 Tahun Reformasi,https:/ / www. tempo. co/ politik/ berita- terpopuler- sepekan- uji- laboratorium- ijazah- jokowi- hingga- peringatan- 27- tahun- reformasi- 1543619,politik,"TEMPO. CO, Jakarta-  Beragam peristiwa politik mewarnai pemberitaan Tempo dalam sepekan terakhir.  Redaksi telah merangkum lima berita nasional yang menjadi isu hangat sejak 19- 25 Mei 2025. ",22
Sorotan DPR Soal Kasus Eks Kapolres Ngada dan Grup Fantasi Sedarah,https:/ / www. tempo. co/ hukum/ sorotan- dpr- soal- kasus- eks- kapolres- ngada- dan- grup- fantasi- sedarah- 1543617,hukum,"TEMPO. CO, Jakarta- Dewan Perwakilan Rakyat  (DPR)  RI menyoroti serius penanganan kasus dugaan pencabulan anak di bawah umur yang melibatkan eks Kapolres Ngada,  AKBP Fajar Widyadharma Lukman Sumaatmaja,  yang hingga kini belum juga tuntas.  Selain itu,  DPR juga mendesak kepolisian untuk segera mengusut tuntas pengelola grup Facebook Fantasi Sedarah yang menyebarkan konten inses.  Aliansi Peduli Perempuan dan Anak  (APPA)  Nusa Tenggara Timur  (NTT)  menyuarakan kekhawatirannya kepada Komisi Hukum DPR RI terkait lambannya penanganan kasus eks Kapolres Ngada AKBP Fajar.  Ketua Tim Penggerak Pembinaan Kesejahteraan Keluarga  (PKK)  NTT,  Asti Laka Lena,  mengungkapkan bahwa berkas perkara kasus ini telah bolak- balik antara Kepolisian Daerah  (Polda)  NTT dan Kejaksaan Tinggi  (Kejati)  NTT selama lebih dari dua bulan sejak awal Maret 2025. ",22
Bareskrim Hentikan Penyelidikan Ijazah Jokowi.  Apa Syarat Penghentian Penyidikan?,https:/ / www. tempo. co/ hukum/ bareskrim- hentikan- penyelidikan- ijazah- jokowi- apa- syarat- penghentian- penyidikan- - 1543616,hukum,"TEMPO. CO, Jakarta- Kepolisian Negara Republik Indonesia melalui Badan Reserse Kriminal  (Bareskrim)  Polri secara resmi penghentian penyelidikan atas laporan dugaan penggunaan ijazah palsu oleh mantan Presiden Joko Widodo.  Keputusan tersebut diumumkan setelah tim penyidik tidak menemukan unsur tindak pidana dalam perkara tersebut,  yang dilaporkan oleh sekelompok masyarakat sipil. ",22
Respons Dewan Pers hingga AJI Soal Pembungkaman kepada Penulis Kolom Detikcom,https:/ / www. tempo. co/ politik/ respons- dewan- pers- hingga- aji- soal- pembungkaman- kepada- penulis- kolom- detikcom- 1543611,politik,"TEMPO. CO, Jakarta-  Penulis kolom didetikcom mengaku mendapat kekerasan fisik dari orang tidak dikenal.  Serangan itu dialami penulis setelah artikelnya mengenai jenderal yang menjabat di jabatan sipil tayang di detikcom pada Kamis,  22 Mei 2025. ",22
Penyebab Berbagai Kecelakaan di Tol Cileunyi,https:/ / www. tempo. co/ hukum/ penyebab- berbagai- kecelakaan- di- tol- cileunyi- 1543609,hukum,"TEMPO. CO, Jakarta-  Kecelakaan beruntun kembali terjadi di Jalan Tol Clieunyi KM 152 jalur B arah Bandung,  sekitar pukul 06. 45 WIB,  Rabu pagi,  21 Mei 2025. ",22
Penerapan Jam Malam Pelajar di Depok dan Aceh,https:/ / www. tempo. co/ politik/ penerapan- jam- malam- pelajar- di- depok- dan- aceh- 1543608,politik,"TEMPO. CO, Jakarta- Apa sebab jam malam anak sekolah diberlakukan di Depok? Insiden tawuran antarsiswa Sekolah Dasar  (SD)  di Depok viral di dunia maya.  Aksi itu melibatkan beberapa siswa berseragam Pramuka dan kelompok lainnya yang berpakaian bebas.  Setelah diusut,  peristiwa perkelahian itu merupakan pertarungan antara siswa SDN Cilangkap 5 dengan SDN Cilangkap 8 di Perumahan Laguna 1 Kelurahan Cilangkap,  Kecamatan Tapos,  Depok pada Sabtu,  10 Mei 2025. ",22
Rosan Beberkan Kunjungan PM Cina Li Qiang ke RI Bawa Investasi Rp 162 Triliun,https:/ / www. tempo. co/ ekonomi/ rosan- beberkan- kunjungan- pm- cina- li- qiang- ke- ri- bawa- investasi- rp- 162- triliun- 1543607,ekonomi,"TEMPO. CO, Jakarta-  Menteri Investasi dan Hilirisasi sekaligus Kepala BKPM Rosan Perkasa Roeslani menjelaskan kunjungan Perdana Menteri Cina Li Qiang ke RI yang juga membawa prospek kerja sama konkret.  Salah satunya adalah implementasi investasi US$ 10 miliar atau sekitar Rp 162, 7 triliun  (asumsi kurs Rp 16. 271 per dolar AS)  yang sebelumnya disepakati kedua negara. ",22
Sederet Informasi Soal Penulis Opini Detikcom yang Mengaku Diintimidasi,https:/ / www. tempo. co/ politik/ sederet- informasi- soal- penulis- opini- detikcom- yang- mengaku- diintimidasi- 1543606,politik,"TEMPO. CO, Jakarta-  Seorang penulis opini didetikcom mendapat kekerasan fisik dari orang tidak dikenal.  Serangan teror itu dialami penulis setelah artikelnya mengenai jenderal yang menduduki jabatan sipil tayang di rubrik kolom detikcom pada Kamis,  22 Mei 2025. ",22
Ujung Pencarian Keadilan Harry Wibowo,https:/ / www. tempo. co/ teroka/ obituari- harry- wibowo- jurnal- prisma- 1543030,hiburan,"HARRY Wibowo dirawat di Rumah Sakit Cipto Mangunkusumo  (RSCM) ,  Jakarta Pusat,  pada pekan lalu.  Sebelumnya,  pada Februari 2025,  Harwib—sapaan akrabnya—diopname di Rumah Sakit Premier Jatinegara,  Jakarta Timur. ",23
Otobiografi Oei Hong Djien: Bagaimana Ia Menilai Lukisan,https:/ / www. tempo. co/ teroka/ otobiografi- oei- hong- djien- lukisan- 1542953,hiburan,"SEORANG kolektor seni,  demikian agaknya yang hendak dikesankan oleh buku ini,  sebaiknya tidak berjarak dengan medan seni rupa.  Dengan kata lain,  itu adalah the 24 hour art practice—meminjam judul film dokumenter tentangOei Hong Djien (OHD)  yang dibikin pada 2015. ",23
Teater- tari dari Riset Purbakala Situs Hell Crek Montana,https:/ / www. tempo. co/ teroka/ teater- tari- gandrung- banyuwangi- 1542954,hiburan,"CAHAYA remang- remang dan suara serangga hutan membangun sebuah suasana dunia purba,  ketika daratan belum menjadi benua- benua dan kaki manusia belum menapaki permukaan bumi.  Daratan di masa sekitar 300 juta tahun lalu itu adalah sebuah superbenua bernama Pangaea yang dikelilingi samudra raksasa Pantalassa. ",23
Pameran Seni Instalasi dari Rongsokan Baja Bali,https:/ / www. tempo. co/ teroka/ seni- instalasi- daur- ulang- baja- bali- 1543065,hiburan,"BATANG- BATANG baja bekas yang berkarat dan sebagian masih memiliki sisa cat atau semen disusun melintang seluas lebih dari 3 x 1, 6 meter di dinding Ruang Orange galeri ROH,  Menteng,  Jakarta.  Di sela- sela batang baja itu ada kaca yang dibentuk seperti lelehan beku berwarna bening hijau toska.  Bentuknya beragam.  Ada yang agak lonjong,  ada yang agak bulat.  Dari kejauhan,  ia seperti tangga nada dengan notasi baloknya. ",23
Apa Sebab Dolar Kian Tenggelam,https:/ / www. tempo. co/ ekonomi/ kurs- rupiah- dolar- trump- 1543175,ekonomi,"JANGAN terlalu girang dulu jika pekan lalukurs rupiahterhadap dolar Amerika Serikat menguat ke kisaran 16. 400 per dolar.  Penguatan ini terjadi bukan karena membaiknya ekonomi Indonesia,  melainkan lantaran pemerintah Amerika sedang “ menembak kaki sendiri”,  mengadopsi berbagai kebijakan ekonomi yang membuat kepercayaan pasar terhadap dolar makin luruh. ",23
Risiko Proyek Gasifikasi Batu Bara Danantara,https:/ / www. tempo. co/ ekonomi/ gasifikasi- batu- bara- danantara- 1543176,ekonomi,"DUA pemimpin Badan Pengelola Investasi Daya Anagata Nusantara atau Danantara,  Rosan Perkasa Roeslani dan Dony Oskaria,  masuk ke Istana Kepresidenan,  Jakarta,  pada Selasa siang,  20 Mei 2025.  Sebelum mereka datang,  Menteri Energi dan Sumber Daya Mineral Bahlil Lahadalia lebih dulu tiba.  Siang itu,  mereka menghadiri rapat terbatas dengan Presiden Prabowo Subianto yang antara lain membahas proyek- proyek penghiliran. ",23
Cara Danantara Merebut Peluang Bisnis Petrokimia,https:/ / www. tempo. co/ ekonomi/ danantara- petrokimia- lotte- chemical- 1543181,ekonomi,"PABRIK baru PT Lotte Chemical Indonesia di kawasan industri Cilegon,  Banten,  memasuki tahap uji coba operasi pada Rabu,  21 Mei 2025.  Api pembakaran gas  (flare)  menyembur ke udara melalui cerobong raksasa di kilang petrokimia yang disebut New Ethylene Project tersebut. ",23
Danantara dan Bumerang Proyek Penghiliran Sumber Daya Alam,https:/ / www. tempo. co/ ekonomi/ bumerang- proyek- penghiliran- danantara- 1543172,ekonomi,"TANTANGAN yang dihadapi Indonesia hari ini adalah berpacu dengan waktu.  Indonesia menargetkan diri menjadi negara maju pada 2045,  sementara puncak bonus demografi diperkirakan berakhir pada 2041.  Artinya,  kita hanya punya waktu kurang dari dua dekade untuk memastikan kelas pekerja produktif yang besar saat ini tidak menjadi beban struktural di masa depan. ",23
Peran Hashim Djojohadikusumo di Proyek Kilang Danantara,https:/ / www. tempo. co/ ekonomi/ hashim- djojohadikusumo- proyek- danantara- 1543179,ekonomi,"TITIK terang proyek yang akan digarap Badan Pengelola Investasi Daya Anagata Nusantara atau Danantara perlahan terlihat.  Seusai rapat terbatas kabinet di Istana Merdeka,  Jakarta,  Kamis,  22 Mei 2025,  Chief Executive Officer atau Kepala Eksekutif Danantara,  Rosan Perkasa Roeslani,  mengatakan entitas yang ia pimpin akan berinvestasi dalam proyek baterai kendaraan listrik.  “Kami melihat proyek ini sangat baik dari segi return,  penciptaan lapangan pekerjaan,  dan dampak ekonomi, ” katanya. ",23
Peran Adaro dalam Perkara Korupsi Minyak Pertamina,https:/ / www. tempo. co/ hukum/ adaro- minerals- korupsi- minyak- pertamina- 1543214,hukum,"RENCANA penyidik Jaksa Agung Muda Tindak Pidana Khusus Kejaksaan Agung memeriksa Direktur Keuangan PT Adaro Minerals Indonesia Heri Gunawan buyar pada Kamis,  24 April 2025.  Alih- alih datang,  Heri hanya melayangkan sepucuk surat permohonan penundaan pemeriksaan sebagai saksi kasuskorupsi minyak PT Pertamina.  Ia mengaku telanjur punya kegiatan lain dan berjanji meladeni undangan pemeriksaan pada pekan berikutnya. ",23
Mengapa Penyidikan Korupsi Minyak Pertamina Tak Kunjung Rampung,https:/ / www. tempo. co/ hukum/ penyidikan- korupsi- minyak- pertamina- 1543180,hukum,"MENJADI tersangka korupsi minyak PT Pertamina sejak 25 Februari 2025,  pemilik saham PT Navigator Khatulistiwa,  Muhammad Kerry Adrianto Riza,  masih berada di balik terungku.  Kejaksaan Agung menitipkan Kerry di Rumah Tahanan Salemba,  Jakarta Pusat.  Dia kerap dikunjungi istrinya.  “Ibunya hanya sekali datang,  tapi bapaknya tidak pernah  (menjenguk) , ” kata pengacara Kerry,  Reyno Yohannes Romein. ",23
Pro- Kontra Penulisan Ulang Sejarah Indonesia,https:/ / www. tempo. co/ politik/ penulisan- ulang- sejarah- indonesia- 1543174,politik,"KEMENTERIAN Kebudayaan menggagas penulisan ulang sejarah Indonesia.  Menteri Kebudayaan Fadli Zonpada awal Mei 2025 mengatakan proyek yang melibatkan seratus sejarawan dari berbagai perguruan tinggi itu bakal rampung pada 17 Agustus 2025,  bertepatan dengan peringatan Hari Kemerdekaan Indonesia ke- 80. Proyek tersebut menuai pro- kontra.  Ketua Dewan Perwakilan Rakyat Puan Maharani mengingatkan pemerintah agar tidak mengaburkan fakta yang sebenarnya dalam menyusun ulang sejarah Indonesia.  “Harus tahu kenapa Indonesia berdiri,  pahit dan getirnya,  berhasil dan baiknya, ” katanya,  Rabu,  21 Mei 2025. Ketua Majelis Permusyawaratan Rakyat Ahmad Muzani mengatakan perumusan ulang sejarah bertujuan memperkaya narasi sejarah bangsa.  Ia menegaskan,  tidak ada kebenaran yang bersifat mutlak.  Politikus Partai Gerindra itu mengimbau publik tak mempersoalkan penulisan ulang sejarah. ",23
Ekspansi Politik Haji Isam Setelah Masuk Lingkaran Prabowo,https:/ / www. tempo. co/ politik/ jaringan- politik- haji- isam- 1543248,politik,"NAMA Menteri Pertanian Andi Amran Sulaiman terselip di daftar calon Ketua Umum Partai Persatuan Pembangunan.  Ketua Majelis Pertimbangan PPP Romahurmuziy menyebut asma sepupu pengusaha Andi Syamsuddin Arsyadalias Haji Isamitu di hadapan para kiai dan ketua dewan pimpinan wilayah PPP di Pondok Pesantren Fadlul Fadhlan,  Semarang,  Sabtu,  3 Mei 2025.  Amran akan berlaga dalam Muktamar PPP yang digelar pada September 2025. Romy—panggilan Romahurmuziy— tergabung dalam Tim Sembilan PPP.  Tugasnya menyisir calon ketua umum sekaligus memaparkan riwayat hidupnya kepada para kiai.  Dalam acara yang bertajuk “Halaqoh Ulama dan Kader PPP” itu muncul nama lain seperti Muhamad Mardiono,  Pelaksana Tugas Ketua Umum PPP,  dan mantan Menteri Perdagangan,  Agus Suparmanto. Sejumlah politikus PPP bercerita,  masuknya Amran sebagai calon ketua umum menimbulkan kasak- kusuk.  Terutama karena kedekatannya dengan Haji Isam.  Juru bicara PPP,  Usman Mohammad Tokan,  mengatakan nama Amran muncul dalam beberapa bulan terakhir.  “Dia sudah keliling ke beberapa wilayah, ” kata Usman saat dihubungiTempo,  Jumat,  23 Mei 2025. Menurut sejumlah politikus dan pengusaha yang ditemuiTempopekan lalu,  Amran didukung penuh oleh Haji Isam.  Lebih dari lima politikus dan pengusaha yang ditemui Tempo sepanjang pekan lalu menuturkan,  langkah politik Amran tak terpisahkan dari Isam. Nama Amran pertama kali muncul dalam pertemuan Romahurmuziy dengan mantan presiden Joko Widodo seusai Idul Fitri,  akhir Maret 2025.  Kepada Jokowi,  Romy menanyakan calon paling tepat untuk memimpin partai Ka’bah.  Jokowi mengusulkan nama Amran karena bakal didukung Isam,  pengusaha Bugis yang bisnisnya di Kalimantan Selatan. ",24
Tumpukan Dolar di Ruang Bawah Tanah Rumah Haji Isam,https:/ / www. tempo. co/ politik/ uang- tunai- dolar- rumah- haji- isam- 1543183,politik,"DI atas lahan sekitar 3. 000 meter persegi,  Andi Syamsuddin Arsyad alias Haji Isam membangun rumahnya di kawasan Kebayoran Baru,  Jakarta Selatan.  Bangunan itu hampir seluas satu blok,  dari Jalan Pattimura menembus Jalan Sriwijaya IV.  Lokasinya pun sangat strategis,  tak sampai 300 meter dari rumah Presiden Prabowo Subiantodi Jalan Kertanegara dan bersebelahan dengan Markas Besar Kepolisian RI. Sejumlah petugas keamanan selalu berjaga di dua pintu masuk griya tersebut.  Pada Kamis,  22 Mei 2025,  tiga di antaranya berdiri di sekitar portal besi yang menutup akses keluar- masuk menuju Jalan Sriwijaya IV.  Seorang di antaranya,  Muzhar Lessy,  memotret wajah jurnalis Tempo yang mengirimkan surat permintaan wawancara.  “Untuk laporan ke dalam, ” katanya.  Dua orang dekat Isam menyebutkan Isam menyatukan beberapa rumah yang dibelinya menjadi satu.  Pembangunannya menghabiskan waktu sekitar lima tahun dan rampung pada 2023.  Tak hanya menjulang tiga lantai ke atas,  bangunan itu pun tumbuh ke bawah.  Narasumber yang sama mengatakan setidaknya ada dua tingkat ruang bawah tanah di rumah itu.  Di rubanah teratas,  Isam memarkir mobil- mobilnya.  Orang dekat Isam bercerita,  lantai di bawah garasi mobil terdiri atas beberapa ruang mirip bunker.  Di salah satu ruangan,  Isam menyimpan bertumpuk- tumpuk uang kertas.  Menurut narasumber Tempo tumpukan uang itu bukanlah rupiah,  melainkan dolar Amerika Serikat dan Singapura.  Isam juga memiliki rumah lain di kawasan itu.  Jaraknya sekitar setengah kilometer dan berdiri di Jalan Sriwijaya Raya.  Sebelumnya,  ia menempati apartemen dua lantai di kawasan elite Jakarta Selatan,  Pacific Place. Properti Isam tak hanya ada di Jakarta.  Di kampung halamannya di Batulicin,  Tanah Bumbu,  Kalimantan Selatan,  rumahnya berdiri di atas bukit.  Pagar depan rumahnya yang menjulang lebih dari 3 meter menutupi kawasan sekitar 20 hektare.  Dari rumah itu,  Isam bisa melihat pelabuhan batu bara dan tongkang miliknya. “ Bagi saya,  Haji Isam sudah seperti god father di Kalimantan Selatan, ” kata Denny Indrayana,  pengacara asal Kabupaten Kota baru,  Kalimantan Selatan,  dalam wawancara dengan Tempo lewat Zoom pada Rabu,  21 Mei 2025.  Denny,  mantan Menteri Hukum dan Hak Asasi Manusia,  beberapa kali berhadapan dengan Isam dalam sejumlah sengketa hukum.  Haji Isam membangun bisnisnya dari nol.  Setelah lulus dari Sekolah Menengah Atas Negeri 1 Batulicin pada 1996,  ia menjadi sopir truk pengangkut kayu.  Nasibnya berubah setelah ia bertemu dengan Johan Maulana,  penambang batu bara lokal.  Johan mengenalkan dunia tambang kepada Isam. Isam mendirikan PT Jhonlin Baratama pada 2003.  “Pak Johan meminjami saya modal menyewa alat berat tambang, ” ujarnya dalam wawancara dengan Tempo pada 16 Juni 2010.  Dalam waktu tujuh tahun,  Jhonlin mampu menambang batu bara hingga 400 ribu ton per bulan.  Dengan harga batu bara saat itu,  Isam diperkirakan bisa meraup penghasilan sekitar Rp 40 miliar per bulan. Kesuksesan Isam diwarnai kontroversi.  Pada 2004,  dua anak buah Isam,  Culin dan Babak,  dinyatakan bersalah dan dihukum penjara 3 bulan dalam kasus pembunuhan Hadriansyah,  seorang guru sekolah dasar di Batulicin.  Hadriansyah sebelumnya memprotes debu yang dihasilkan truk batu bara dari sejumlah perusahaan,  termasuk Jhonlin.  Isam lolos dari perkara itu. ",24
Bagaimana Orang- orang Haji Isam Menjadi Menteri Prabowo,https:/ / www. tempo. co/ politik/ menteri- prabowo- orang- haji- isam- 1543228,politik,"DI hadapan anggota Kabinet Merah Putih dalam rapat yang digelar pada Senin,  5 Mei 2025,  Presiden Prabowo Subianto menyebut nama Menteri Pertanian Andi Amran Sulaiman.  Prabowo mengaku mengusulkan kepada Presiden Joko Widodo untuk menunjuk Amran menjadi Menteri Pertanian pada Oktober 2023.  Ketika itu kursi Menteri Pertanian lowong setelah Syahrul Yasin Limpo mundur karena terjerat kasus korupsi.  Kepada Jokowi,  Prabowo yang saat itu menjadi Menteri Pertahanan menyatakan Amran berpengalaman di bidang pangan.  Pun Amran menjadi Menteri Pertanian pada periode pertama pemerintahan Jokowi.  “ Akhirnya Pak Jokowi menerima, ” ujar Ketua Umum Partai Gerindra itu.  Amran dilantik pada 25 Oktober 2023,  tiga hari setelah Prabowo berdeklarasi sebagai calon presiden berpasangan dengan putra Jokowi, Gibran Rakabuming Raka.  Dua politikus pendukung pemerintah bercerita,  Prabowo telah bertemu dengan Amran sebelum ia memberi rekomendasi kepada Jokowi.  Dalam pertemuan itu,  Amran menayangkan presentasi soal ketahanan pangan. Menurut narasumber yang sama,  konsep Amran telah disampaikan kepada orang dekat Prabowo,  Sjafrie Sjamsoeddin,  kini Menteri Pertahanan.  Prabowo pun tersengsem pada presentasi Amran.  Belakangan,  paparan Amran dimasukkan ke visi- misi Prabowo berjudul “Asta Cita”.  Sjafrie Sjamsoeddin tak menanggapi permintaan wawancara Tempo hingga Sabtu,  24 Mei 2025.  Dalam pemilihan presiden atau pilpres 2024,  Amran ditengarai ikut membantu memenangkan Prabowo- Gibran.  Pada 18 Januari 2024,  misalnya,  Kementerian Pertanian menggelar pertemuan dengan lembaga masyarakat desa hutan se- Jawa Tengah di Kabupaten Blora.  Amran menghadirkan Prabowo dan mengundang berbagai organisasi pendukungnya.  Acara serupa digelar di berbagai daerah lain dengan menggunakan anggaran Kementerian Pertanian.  Pada 21 Februari 2024,  Ketua Kelompok Pemberitaan dan Strategi Komunikasi Kementerian Pertanian Mochammad Arief Cahyono membantah kabar bahwa acara di Blora merupakan kampanye terselubung.  Ia menyatakan Amran meminta anak buahnya menjaga netralitas. Sejumlah politikus pendukung Prabowo mengatakan masuknya Amran sebagai Menteri Pertanian pada akhir masa jabatan Jokowi dan pemerintahan baru tak lepas dari peran sepupunya yang juga pengusaha asal Kalimantan Selatan,  Andi Syamsuddin Arsyadalias Haji Isam.  Amran pernah menjabat komisaris PT Jhonlin Agro Raya Tbk,  perusahaan milik Isam. Kursi Menteri Pertanian saat itu menjadi jatah Partai NasDem.  Dua politikus NasDem bercerita,  Isam ikut melobi Ketua Umum Surya Paloh untuk menyerahkan posisi tersebut kepada Amran Sulaiman.  Sekretaris Jenderal NasDem Hermawi Taslim mengatakan terpilihnya Amran sebagai Menteri Pertanian tak berkaitan dengan transaksi politik. “Pertimbangannya lebih karena perwakilan Sulawesi Selatan.  Syahrul dan Amran sama- sama Sulsel, ” tutur Hermawi pada Jumat,  23 Mei 2025. Selain Amran,  ada menteri yang masuk kabinet berkat jasa Haji Isam.  Tiga kolega Isam yang juga pendukung pemerintah bercerita,  ia mendorong orang kepercayaannya menempati posisi yang terkait dengan bidang usahanya: pertambangan,  transportasi,  dan perkebunan.  Mereka mengatakan Isam turut melobi partai politik agar menyerahkan jatah menteri kepadanya.  Isam,  misalnya,  mendorong Dody Hanggodo menjadi Menteri Pekerjaan Umum.  Dody pernah bekerja di PT Pradiksi Gunatama Tbk milik keluarga Isam.  Dua politikus Partai Demokrat mengatakan awalnya posisi itu diplot untuk kader partai mereka.  Menurut keduanya,  Isam lalu menjembatani Dody dengan petinggi Demokrat. ",24
Setelah Pengamanan Kejaksaan oleh TNI Muncul Perpres Prabowo Lindungi Jaksa,https:/ / www. tempo. co/ hukum/ setelah- pengamanan- kejaksaan- oleh- tni- muncul- perpres- prabowo- lindungi- jaksa- 1543604,hukum,"TEMPO. CO, Jakarta-  Pada awal Mei lalu,  Tentara Nasional Indonesia atau TNI kembali mendapat sorotan lantaran menjalankan tugas yang disebut beberapa pihak di luar fungsinya.  Prajurit institusi penjaga keamanan dan kedaulatan negara itu dikerahkan guna mengamankan kejaksaan.  Setelah menuai kritik,  Presiden Prabowo Subianto pun mengeluarkan beleid untuk mendasari tugas baru TNI tersebut. ",24
Peneliti UII Soroti Kebijakan BI Pangkas Suku Bunga Acuan Jadi 5. 50 Persen,https:/ / www. tempo. co/ ekonomi/ peneliti- uii- soroti- kebijakan- bi- pangkas- suku- bunga- acuan- jadi- 5- 50- persen- 1543391,ekonomi,"PENELITI dan dosen Universitas Islam Indonesia  (UII)  Listya Endang Artiani menanggapi keputusan Bank Indonesia  (BI)  mengambil langkah pelonggaran moneter dalam Rapat Dewan Gubernur pada 20–21 Mei 2025.  BI memangkas suku bunga acuan (BI Rate)  sebesar 25 basis poin (bps)  menjadi 5, 50 persen.  Suku bunga Deposit Facility juga turun menjadi 4, 75 persen dan Lending Facility 6, 25 persen. ",24
Terpopuler Nasional: Mosi Tidak Percaya di UGM hingga Intimidasi Penulis Kolom di Detikcom,https:/ / www. tempo. co/ politik/ terpopuler- nasional- mosi- tidak- percaya- di- ugm- hingga- intimidasi- penulis- kolom- di- detikcom- 1543390,politik,"TEMPO. CO, Jakarta-  Sejumlah berita politik di kancah nasional mendapat sorotan pembaca Tempo pada Sabtu kemarin,  24 Mei 2025.  Salah satunya mengenai mosi tidak percaya dari Badan Eksekutif Mahasiswa Universitas Gadjah Mada kepada Rektor UGM Ova Emilia. ",24
Densus 88 Tangkap Seorang Terduga Teroris di Gowa,https:/ / www. tempo. co/ hukum/ densus- 88- tangkap- seorang- terduga- teroris- di- gowa- 1543290,hukum,"TEMPO. CO, Jakarta- Densus 88Antiteror dan Polda Sulawesi Selatan menangkap M. A. S alias Mu alias Am di Kabupaten Gowa,  Sabtu,  24 Mei 2025 karena diduga terlibat dengan jaringan terorisme.  Penangkapan terjadi di Jalan SD Daeng Emba,  Kelurahan Samata,  Kecamatan Somba Opu. ",24
Prabowo dan Perdana Menteri Cina Akan Gelar Pertemuan Bilateral di Istana Pagi Ini,https:/ / www. tempo. co/ politik/ prabowo- dan- perdana- menteri- cina- akan- gelar- pertemuan- bilateral- di- istana- pagi- ini- 1543070,politik,"TEMPO. CO, Jakarta-  Presiden Prabowo Subianto akan menggelar pertemuan bilateral dengan Perdana Menteri Cina Li Qiang di Istana Merdeka,  Jakarta,  Minggu,  25 Mei 2025,  sekitar pukul 10. 00 WIB pagi.  Deputi Bidang Protokol,  Pers,  dan Media Sekretariat Presiden Yusuf Permana mengatakan kedatangan Li Qiang ke Istana Merdeka diawali dengan upacara penyambutan. ",24
Ombudsman: Penghapusan Kuota Impor Perlu Melihat Jenis Komoditas,https:/ / www. tempo. co/ ekonomi/ ombudsman- penghapusan- kuota- impor- perlu- melihat- jenis- komoditas- 1542960,ekonomi,"TEMPO. CO, Jakarta-  Anggota Ombudsman Yeka Hendra Fatika menyatakan rencana pemerintah menghapus kuota impor harus memperhatikan jenis komoditas.  Kuota impor tetap bisa diberlakukan bagi komoditas yang dapat disubstitusi oleh produksi dalam negeri. ",25
Jakarta Tak Gelar CFD karena Kunjungan Perdana Menteri Cina,https:/ / www. tempo. co/ politik/ jakarta- tak- gelar- cfd- karena- kunjungan- perdana- menteri- cina- 1542650,politik,"TEMPO. CO, Jakarta-  Pemerintah Provinsi Jakarta meniadakan hari bebas kendaraan bermotor atau car free day (CFD)  di Jalan Sudirman- Thamrin pada Ahad,  25 Mei 2025.  Kegiatan yang biasanya digelar setiap Ahad pukul 06. 00- 11. 00 WIB itu tidak digelar pekan ini karena kunjungan kenegaraan. ",25
6 Kejadian Intimidasi terhadap Pengkritik Dwifungsi TNI,https:/ / www. tempo. co/ hukum/ 6- kejadian- intimidasi- terhadap- pengkritik- dwifungsi- tni- 1542550,hukum,"TEMPO. CO, Jakarta-  Koalisi Masyarakat Sipil untuk Reformasi Sektor Keamanan menyoroti penghapusan artikel opini berjudul Jenderal di Jabatan Sipil: Di Mana Merit ASN? di laman Detik. com pada 22 Mei 2025.  Lewat artikelnya,  penulis berinisial YF mengkritik pengangkatan Letnan Jenderal Djaka Budi Utama sebagai Direktur Jenderal Bea Cukai yang dinilai melanggar prinsip meritokrasi dalam pengisian jabatan aparatur sipil negara. ",25
Perjuangan Qory Sandioriva Melawan Autoimun,https:/ / www. tempo. co/ hiburan/ perjuangan- qory- sandioriva- melawan- autoimun- 1533945,hiburan,"TEMPO. CO, Jakarta-  Puteri Indonesia 2009 Qory  Sandioriva menceritakan perjuangannya melawan penyakit autoimun yang diidapnya sejak usia 16 tahun.  Ia mengalami koma beberapa kali bahkan separuh tubuhnya pernah lumpuh dalam satu waktu. ",25
TAUD Ajukan Permohonan SP3 untuk 13 Tersangka Aksi Hari Buruh,https:/ / www. tempo. co/ hukum/ taud- ajukan- permohonan- sp3- untuk- 13- tersangka- aksi- hari- buruh- 1542248,hukum,"TEMPO. CO, Jakarta-  Tim Advokasi Untuk Demokrasi  (TAUD)  mengajukan permohonan ke Polda Metro Jaya agar menerbitkan Surat Perintah Penghentian Penyidikan atau SP3 atas 13 peserta aksiHari Buruh Internasional yang saat ini berstatus sebagai tersangka. ",25
Bursa Transfer: Florian Wirtz Condong Bergabung Liverpool,https:/ / www. tempo. co/ sepakbola/ bursa- transfer- florian- wirtz- condong- bergabung- liverpool- - 1542048,olahraga,"TEMPO. CO, Jakarta-  Florian Wirtz tengah menjadi incaran beberapa tim di bursa transfer. Liverpool dikabarkan menjadi yang terdepan dalam perlombaan mendapatkan tanda tangannya jika gelandang serang Bayer Leverkusen berusia 22 tahun ini memutuskan untuk meninggalkan Bay Arena musim panas ini. ",25
